Pokemon,tipos_en_moves,Cluster_P2
Glameow,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Water Water Water Electric Electric Electric Electric Electric Grass Grass Ice Ice Fighting Fighting Fighting Poison Poison Poison Ground Ground Ground Ground Ground Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Bug Rock Rock Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel Steel Fairy Fairy,4
Gligar,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Water Water Electric Electric Grass Grass Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Ground Ground Ground Ground Ground Ground Ground Ground Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Bug Bug Bug Bug Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel Steel Steel Steel Steel,3
Gliscor,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Water Water Water Water Electric Electric Electric Grass Grass Ice Ice Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Ground Ground Ground Ground Ground Ground Ground Ground Ground Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Bug Bug Bug Bug Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel Steel Steel Steel Steel,3
Gloom,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Electric Electric Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Ice Ice Fighting Fighting Fighting Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Ground Ground Flying Flying Psychic Psychic Psychic Bug Bug Bug Rock Rock Ghost Ghost Dragon Dragon Dark Dark Dark Steel Steel Fairy Fairy Fairy Fairy,17
Gogoat,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Water Water Electric Electric Electric Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Ground Ground Ground Ground Ground Flying Flying Flying Flying Psychic Psychic Psychic Psychic Bug Bug Rock Rock Rock Rock Rock Rock Ghost Ghost Dragon Dragon Dark Dark Dark Steel Steel Steel,8
Golbat,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Water Water Water Electric Electric Grass Grass Grass Ice Ice Ice Fighting Fighting Fighting Poison Poison Poison Poison Poison Poison Poison Poison Ground Ground Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Bug Rock Rock Ghost Ghost Ghost Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel Steel Steel,0
Goldeen,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Electric Electric Electric Grass Grass Ice Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Poison Poison Poison Poison Poison Ground Ground Ground Ground Ground Ground Flying Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Bug Bug Rock Rock Ghost Ghost Dragon Dragon Dark Dark Dark Steel Steel,18
Golduck,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Electric Electric Electric Grass Grass Grass Ice Ice Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Poison Ground Ground Ground Ground Ground Ground Ground Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Bug Rock Rock Rock Rock Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Steel Steel Steel Fairy,18
Golem,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Fire Fire Fire Fire Water Water Electric Electric Electric Electric Grass Grass Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Ground Ground Ground Ground Ground Ground Ground Ground Ground Flying Flying Psychic Psychic Psychic Bug Bug Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Steel Steel Steel Steel Steel Steel Steel,1
Golett,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Water Water Water Electric Electric Electric Electric Grass Grass Grass Grass Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Ground Ground Ground Ground Ground Ground Ground Ground Ground Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Steel Steel Steel Steel,12
Golurk,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Water Water Water Electric Electric Electric Electric Electric Electric Grass Grass Grass Grass Grass Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Ground Ground Ground Ground Ground Ground Ground Ground Ground Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Steel Steel Steel Steel Steel Steel,1
Goodra,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Fire Fire Fire Fire Water Water Water Water Water Water Water Water Water Electric Electric Electric Electric Electric Electric Grass Grass Grass Grass Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Poison Poison Poison Poison Poison Ground Ground Ground Ground Flying Flying Psychic Psychic Psychic Bug Bug Bug Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dark Dark Steel Steel Steel,5
Goomy,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Water Water Water Water Water Water Electric Electric Electric Electric Grass Grass Grass Ice Ice Fighting Fighting Fighting Poison Poison Poison Poison Poison Poison Poison Poison Ground Ground Flying Flying Psychic Psychic Psychic Bug Bug Bug Rock Rock Rock Rock Ghost Ghost Ghost Ghost Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dark Dark Steel Steel Steel,5
Gorebyss,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Electric Electric Electric Grass Grass Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Poison Poison Poison Poison Ground Ground Ground Ground Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Bug Rock Rock Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Steel Steel Steel Fairy,18
Gothita,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Water Water Water Electric Electric Electric Electric Electric Electric Grass Grass Grass Grass Grass Ice Ice Fighting Fighting Poison Poison Poison Ground Ground Ground Ground Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel Fairy,11
Gothitelle,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Water Water Water Electric Electric Electric Electric Electric Electric Grass Grass Grass Grass Grass Ice Ice Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Ground Ground Ground Ground Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel Fairy,11
Gothorita,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Water Water Water Electric Electric Electric Electric Electric Electric Grass Grass Grass Grass Grass Ice Ice Fighting Fighting Poison Poison Poison Ground Ground Ground Ground Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel Fairy,11
Gourgeist,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Fire Fire Fire Fire Water Water Electric Electric Electric Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Ice Ice Fighting Fighting Fighting Fighting Poison Poison Poison Poison Ground Ground Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Ghost Ghost Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Dark Dark Steel Steel Steel,15
Gourgeist-Large,,6
Gourgeist-Small,,6
Gourgeist-Super,,6
Granbull,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Water Water Water Water Water Electric Electric Electric Electric Electric Electric Electric Electric Electric Grass Grass Grass Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Poison Ground Ground Ground Ground Ground Ground Flying Flying Psychic Psychic Psychic Psychic Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Dragon Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel Steel Fairy Fairy Fairy,4
Graveler,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Fire Fire Fire Fire Water Water Electric Electric Electric Electric Grass Grass Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Ground Ground Ground Ground Ground Ground Ground Ground Ground Flying Flying Psychic Psychic Psychic Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Steel Steel Steel Steel Steel,1
Greninja,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Electric Electric Electric Grass Grass Grass Grass Grass Ice Ice Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Poison Poison Poison Ground Ground Ground Ground Ground Flying Flying Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel,18
Grimer,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Fire Fire Fire Fire Water Water Water Electric Electric Electric Electric Electric Electric Grass Grass Grass Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Ground Ground Ground Ground Ground Flying Flying Psychic Psychic Psychic Psychic Bug Bug Bug Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel,3
Grotle,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Water Water Electric Electric Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Grass Ice Ice Fighting Fighting Fighting Fighting Poison Poison Poison Ground Ground Ground Ground Ground Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Steel Steel Steel,8
